[2026-03-14 00:50:40.697] BLIP DETECTED | Threat: 8 | Bearing: 207.8° | Mag: 51596203.6 pT | Pos: (-88.7, 45.5) | Source: Low-power consumer device or multipath | Response detected at bearing 207.8° | Freq: 5 GHz WiFi-like + weak L1 echo
[2026-03-14 00:50:41.146] BLIP DETECTED | Threat: 52 | Bearing: 219.6° | Mag: 51649815.5 pT | Pos: (-62.6, -101.6) | Source: Medium-power navigation beacon or interference | Response detected at bearing 219.6° | Freq: 225 MHz sideband + Loran-like 868 MHz
[2026-03-14 00:50:41.763] BLIP DETECTED | Threat: 97 | Bearing: 184.7° | Mag: 51629024.2 pT | Pos: (-40.1, -98.7) | Source: High-power AGPS L1 transmitter (military/unknown) | Response detected at bearing 184.7° | Freq: 1575.42 MHz (L1 primary) + 8 GHz sideband
[2026-03-14 00:50:42.426] BLIP DETECTED | Threat: 77 | Bearing: 168.4° | Mag: 51710560.9 pT | Pos: (-0.1, -27.8) | Source: Medium-power navigation beacon or interference | Response detected at bearing 168.4° | Freq: 225 MHz sideband + Loran-like 868 MHz
[2026-03-14 00:50:42.925] BLIP DETECTED | Threat: 37 | Bearing: 187.6° | Mag: 50823213.7 pT | Pos: (1.6, -90.0) | Source: Low-power consumer device or multipath | Response detected at bearing 187.6° | Freq: 5 GHz WiFi-like + weak L1 echo
[2026-03-14 00:51:01.281] BLIP DETECTED | Threat: 0 | Bearing: 251.4° | Mag: 62123696.2 pT | Pos: (-3.1, -17.2) | Source: Noise / no clear signal | Response detected at bearing 251.4° | Freq: N/A
[2026-03-14 00:51:07.428] BLIP DETECTED | Threat: 31 | Bearing: 317.9° | Mag: 55410902.2 pT | Pos: (33.8, 93.5) | Source: Low-power consumer device or multipath | Response detected at bearing 317.9° | Freq: 5 GHz WiFi-like + weak L1 echo
[2026-03-14 00:51:09.379] BLIP DETECTED | Threat: 95 | Bearing: 179.2° | Mag: 40852113.8 pT | Pos: (-65.9, 36.2) | Source: High-power AGPS L1 transmitter (military/unknown) | Response detected at bearing 179.2° | Freq: 1575.42 MHz (L1 primary) + 8 GHz sideband
[2026-03-14 01:00:23.492] BLIP DETECTED | Threat: 20 | Bearing: 238.2° | Mag: 44225612.0 pT | Pos: (-25.2, -47.8) | Source: Low-power consumer device or multipath | Response detected at bearing 238.2° | Freq: 5 GHz WiFi-like + weak L1 echo
[2026-03-14 01:00:28.441] BLIP DETECTED | Threat: 41 | Bearing: 195.1° | Mag: 40798710.7 pT | Pos: (-71.3, -51.8) | Source: Medium-power navigation beacon or interference | Response detected at bearing 195.1° | Freq: 225 MHz sideband + Loran-like 868 MHz
[2026-03-14 01:00:45.205] BLIP DETECTED | Threat: 24 | Bearing: 211.2° | Mag: 45477255.8 pT | Pos: (-68.8, -83.6) | Source: Low-power consumer device or multipath | Response detected at bearing 211.2° | Freq: 5 GHz WiFi-like + weak L1 echo
[2026-03-14 01:00:47.782] BLIP DETECTED | Threat: 7 | Bearing: 0.0° | Mag: 0.0 pT | Pos: (0.0, 88.4) | Source: Low-power consumer device or multipath | Response detected at bearing 0.0° | Freq: 5 GHz WiFi-like + weak L1 echo
[2026-03-14 01:00:48.276] BLIP DETECTED | Threat: 6 | Bearing: 0.0° | Mag: 0.0 pT | Pos: (0.0, 81.6) | Source: Low-power consumer device or multipath | Response detected at bearing 0.0° | Freq: 5 GHz WiFi-like + weak L1 echo
[2026-03-14 01:02:20.103] BLIP DETECTED | Threat: 7 | Bearing: 198.6° | Mag: 51285295.9 pT | Pos: (-63.0, -34.2) | Source: Low-power consumer device or multipath | Response detected at bearing 198.6° | Freq: 5 GHz WiFi-like + weak L1 echo
[2026-03-14 01:02:21.021] BLIP DETECTED | Threat: 82 | Bearing: 153.6° | Mag: 49997270.3 pT | Pos: (-40.8, -89.7) | Source: High-power AGPS L1 transmitter (military/unknown) | Response detected at bearing 153.6° | Freq: 1575.42 MHz (L1 primary) + 8 GHz sideband
[2026-03-14 01:02:21.464] BLIP DETECTED | Threat: 66 | Bearing: 150.0° | Mag: 47338024.8 pT | Pos: (40.3, -81.3) | Source: Medium-power navigation beacon or interference | Response detected at bearing 150.0° | Freq: 225 MHz sideband + Loran-like 868 MHz
[2026-03-14 01:02:22.027] BLIP DETECTED | Threat: 24 | Bearing: 90.2° | Mag: 42850380.4 pT | Pos: (83.2, -79.3) | Source: Low-power consumer device or multipath | Response detected at bearing 90.2° | Freq: 5 GHz WiFi-like + weak L1 echo
[2026-03-14 01:02:23.148] BLIP DETECTED | Threat: 35 | Bearing: 123.6° | Mag: 42214735.6 pT | Pos: (76.4, -26.8) | Source: Low-power consumer device or multipath | Response detected at bearing 123.6° | Freq: 5 GHz WiFi-like + weak L1 echo
[2026-03-14 01:02:23.635] BLIP DETECTED | Threat: 1 | Bearing: 141.4° | Mag: 42463800.0 pT | Pos: (57.3, -49.3) | Source: Low-power consumer device or multipath | Response detected at bearing 141.4° | Freq: 5 GHz WiFi-like + weak L1 echo
[2026-03-14 01:02:36.569] BLIP DETECTED | Threat: 54 | Bearing: 236.7° | Mag: 51569106.4 pT | Pos: (-20.1, -113.0) | Source: Medium-power navigation beacon or interference | Response detected at bearing 236.7° | Freq: 225 MHz sideband + Loran-like 868 MHz
[2026-03-14 01:02:37.500] BLIP DETECTED | Threat: 32 | Bearing: 261.3° | Mag: 51888006.2 pT | Pos: (-96.5, -58.2) | Source: Low-power consumer device or multipath | Response detected at bearing 261.3° | Freq: 5 GHz WiFi-like + weak L1 echo
[2026-03-14 01:02:42.488] BLIP DETECTED | Threat: 22 | Bearing: 7.9° | Mag: 53109654.4 pT | Pos: (-68.8, -28.5) | Source: Low-power consumer device or multipath | Response detected at bearing 7.9° | Freq: 5 GHz WiFi-like + weak L1 echo
[2026-03-14 01:02:43.127] BLIP DETECTED | Threat: 45 | Bearing: 30.2° | Mag: 52414082.3 pT | Pos: (11.3, 39.7) | Source: Medium-power navigation beacon or interference | Response detected at bearing 30.2° | Freq: 225 MHz sideband + Loran-like 868 MHz
[2026-03-14 01:02:43.614] BLIP DETECTED | Threat: 35 | Bearing: 156.9° | Mag: 52022734.4 pT | Pos: (10.3, 13.0) | Source: Low-power consumer device or multipath | Response detected at bearing 156.9° | Freq: 5 GHz WiFi-like + weak L1 echo
[2026-03-14 01:02:44.178] BLIP DETECTED | Threat: 78 | Bearing: 227.6° | Mag: 51993035.5 pT | Pos: (-12.2, -61.3) | Source: Medium-power navigation beacon or interference | Response detected at bearing 227.6° | Freq: 225 MHz sideband + Loran-like 868 MHz
[2026-03-14 01:02:44.744] BLIP DETECTED | Threat: 80 | Bearing: 165.8° | Mag: 51403096.1 pT | Pos: (-20.1, -17.5) | Source: High-power AGPS L1 transmitter (military/unknown) | Response detected at bearing 165.8° | Freq: 1575.42 MHz (L1 primary) + 8 GHz sideband
[2026-03-14 01:02:48.713] BLIP DETECTED | Threat: 46 | Bearing: 146.6° | Mag: 50687252.0 pT | Pos: (-4.0, -32.0) | Source: Medium-power navigation beacon or interference | Response detected at bearing 146.6° | Freq: 225 MHz sideband + Loran-like 868 MHz
[2026-03-14 01:02:49.200] BLIP DETECTED | Threat: 6 | Bearing: 149.2° | Mag: 50968810.8 pT | Pos: (49.7, -104.6) | Source: Low-power consumer device or multipath | Response detected at bearing 149.2° | Freq: 5 GHz WiFi-like + weak L1 echo
[2026-03-14 01:02:58.047] BLIP DETECTED | Threat: 27 | Bearing: 162.7° | Mag: 50553062.0 pT | Pos: (-11.1, -104.0) | Source: Low-power consumer device or multipath | Response detected at bearing 162.7° | Freq: 5 GHz WiFi-like + weak L1 echo
[2026-03-14 01:03:05.081] BLIP DETECTED | Threat: 4 | Bearing: 27.4° | Mag: 52715024.9 pT | Pos: (35.7, 4.5) | Source: Low-power consumer device or multipath | Response detected at bearing 27.4° | Freq: 5 GHz WiFi-like + weak L1 echo
[2026-03-14 01:03:09.816] BLIP DETECTED | Threat: 21 | Bearing: 139.7° | Mag: 51425408.4 pT | Pos: (69.0, -15.4) | Source: Low-power consumer device or multipath | Response detected at bearing 139.7° | Freq: 5 GHz WiFi-like + weak L1 echo
[2026-03-14 01:03:10.286] BLIP DETECTED | Threat: 26 | Bearing: 144.1° | Mag: 51428252.0 pT | Pos: (17.4, -24.5) | Source: Low-power consumer device or multipath | Response detected at bearing 144.1° | Freq: 5 GHz WiFi-like + weak L1 echo
[2026-03-14 01:03:12.836] BLIP DETECTED | Threat: 0 | Bearing: 0.0° | Mag: 0.0 pT | Pos: (0.0, 28.2) | Source: Noise / no clear signal | Response detected at bearing 0.0° | Freq: N/A
[2026-03-14 01:03:13.321] BLIP DETECTED | Threat: 32 | Bearing: 0.0° | Mag: 0.0 pT | Pos: (0.0, 123.6) | Source: Low-power consumer device or multipath | Response detected at bearing 0.0° | Freq: 5 GHz WiFi-like + weak L1 echo
[2026-03-14 11:35:44.515] BLIP DETECTED | Threat: 68 | Bearing: 253.6° | Mag: 49737482.2 pT | Signal Strength: Medium | Pos: (-136.0, -15.4) | Loc: (54.58002, -5.69203) | Freq: 868.39 MHz | Source: Medium-power navigation beacon or interference | Response type: Medium-strength return at navigation band | Return message: Reply sent at 868.39 MHz – identification request | Doppler rate: 0.00 °/s
[2026-03-14 11:35:44.968] BLIP DETECTED | Threat: 51 | Bearing: 269.7° | Mag: 49262756.2 pT | Signal Strength: Medium | Pos: (-30.3, -8.4) | Loc: (54.58002, -5.69203) | Freq: 225.02 MHz | Source: Medium-power navigation beacon or interference | Response type: Medium-strength return at navigation band | Return message: Reply sent at 225.02 MHz – identification request | Doppler rate: 0.00 °/s
[2026-03-14 11:35:45.754] BLIP DETECTED | Threat: 47 | Bearing: 75.8° | Mag: 40719277.7 pT | Signal Strength: Medium | Pos: (-126.1, 34.4) | Loc: (54.58002, -5.69203) | Freq: 225.14 MHz | Source: Medium-power navigation beacon or interference | Response type: Medium-strength return at navigation band | Return message: Reply sent at 225.14 MHz – identification request | Doppler rate: 0.00 °/s
[2026-03-14 11:35:46.851] BLIP DETECTED | Threat: 0 | Bearing: 29.3° | Mag: 50723175.7 pT | Signal Strength: High | Pos: (84.7, -53.9) | Loc: (54.58002, -5.69203) | Freq: N/A MHz | Source: Noise / background | Response type: No clear response | Return message: No reply transmitted – signal below threshold | Doppler rate: 0.00 °/s
[2026-03-14 11:35:47.316] BLIP DETECTED | Threat: 4 | Bearing: 284.3° | Mag: 47754204.5 pT | Signal Strength: Medium | Pos: (59.6, 83.0) | Loc: (54.58002, -5.69203) | Freq: 7987.94 MHz | Source: Low-power consumer device or multipath | Response type: Weak echo or incidental emission detected | Return message: Low-level response sent at 7987.94 MHz – monitoring continued | Doppler rate: 0.00 °/s
[2026-03-14 11:35:52.479] BLIP DETECTED | Threat: 7 | Bearing: 0.0° | Mag: 0.0 pT | Signal Strength: Low | Pos: (0.0, 87.4) | Loc: (54.58002, -5.69203) | Freq: 5017.78 MHz | Source: Low-power consumer device or multipath | Response type: Weak echo or incidental emission detected | Return message: Low-level response sent at 5017.78 MHz – monitoring continued | Doppler rate: 0.00 °/s
[2026-03-14 11:35:53.684] BLIP DETECTED | Threat: 84 | Bearing: 0.0° | Mag: 0.0 pT | Signal Strength: Low | Pos: (0.0, 102.3) | Loc: (54.58002, -5.69203) | Freq: 1574.97 MHz | Source: High-power AGPS L1 transmitter (military/unknown) | Response type: Strong L1 return detected – possible jamming or spoofing | Return message: Active reply transmitted at 1575.42 MHz – challenge signal sent | Doppler rate: 0.00 °/s
[2026-03-14 11:37:32.702] BLIP DETECTED | Threat: 0 | Bearing: 0.0° | Mag: 0.0 pT | Signal Strength: Low | Pos: (0.0, 75.8) | Loc: (54.58002, -5.69203) | Freq: N/A MHz | Source: Noise / background | Response type: No clear response | Return message: No reply transmitted – signal below threshold | Doppler rate: 0.00 °/s
[2026-03-14 11:37:33.927] BLIP DETECTED | Threat: 97 | Bearing: 0.0° | Mag: 0.0 pT | Signal Strength: Low | Pos: (0.0, 113.0) | Loc: (54.58002, -5.69203) | Freq: 1575419999.99 MHz | Source: High-power AGPS L1 transmitter (military/unknown) | Response type: Strong L1 return detected – possible jamming or spoofing | Return message: Active reply transmitted at 1575420000.0 MHz – challenge signal sent | Doppler rate: 0.00 °/s
[2026-03-14 14:34:54.249] BLIP DETECTED | Threat: 2 | Bearing: 244.9° | Mag: 49278178.7 pT | Signal Strength: Medium | Delta: 4.2° | Pos: (-9.5, 123.0) | Loc: (54.58072, -5.68942) | Freq: 5000000000.64 MHz | Source: Low-power consumer device or multipath  | Response type: Weak echo or incidental emission detected | Return message: Low-level response sent at 5000000000.64 MHz – monitoring continued | Doppler rate: 0.00 °/s
[2026-03-14 14:34:55.419] BLIP DETECTED | Threat: 68 | Bearing: 292.1° | Mag: 48823087.5 pT | Signal Strength: Medium | Delta: 72.8° | Pos: (-107.2, 24.4) | Loc: (54.58072, -5.68942) | Freq: 225000000.02 MHz | Source: Medium-power navigation beacon or interference  | Response type: Medium-strength return at navigation band | Return message: Reply sent at 225000000.02 MHz – identification request | Doppler rate: 0.00 °/s
[2026-03-14 14:34:56.581] BLIP DETECTED | Threat: 3 | Bearing: 297.4° | Mag: 49028314.1 pT | Signal Strength: Medium | Delta: 13.3° | Pos: (-59.2, 29.0) | Loc: (54.58072, -5.68942) | Freq: 8000000002.06 MHz | Source: Low-power consumer device or multipath  | Response type: Weak echo or incidental emission detected | Return message: Low-level response sent at 8000000002.06 MHz – monitoring continued | Doppler rate: 0.00 °/s
[2026-03-14 14:35:00.124] BLIP DETECTED | Threat: 42 | Bearing: 273.9° | Mag: 47504663.8 pT | Signal Strength: Medium | Delta: 5.2° | Pos: (-33.5, 25.5) | Loc: (54.58072, -5.68942) | Freq: 225149999.96 MHz | Source: Medium-power navigation beacon or interference  | Response type: Medium-strength return at navigation band | Return message: Reply sent at 225149999.96 MHz – identification request | Doppler rate: 0.00 °/s
[2026-03-14 14:35:01.284] BLIP DETECTED | Threat: 0 | Bearing: 57.1° | Mag: 58703723.9 pT | Signal Strength: High | Delta: 101.4° | Pos: (80.3, 70.6) | Loc: (54.58072, -5.68942) | Freq: N/A MHz | Source: Noise / background  | Response type: No clear response | Return message: No reply transmitted – signal below threshold | Doppler rate: 0.00 °/s
[2026-03-14 14:35:02.436] BLIP DETECTED | Threat: 18 | Bearing: 71.1° | Mag: 74840449.3 pT | Signal Strength: High | Delta: 22.2° | Pos: (77.2, 26.7) | Loc: (54.58072, -5.68942) | Freq: 5000000003.06 MHz | Source: Low-power consumer device or multipath  | Response type: Weak echo or incidental emission detected | Return message: Low-level response sent at 5000000003.06 MHz – monitoring continued | Doppler rate: 0.00 °/s
[2026-03-14 14:35:33.322] BLIP DETECTED | Threat: 73 | Bearing: 323.8° | Mag: 80693310.7 pT | Signal Strength: High | Delta: 4.1° | Pos: (68.0, 113.3) | Loc: (54.58072, -5.68942) | Freq: 225149999.96 MHz | Source: Medium-power navigation beacon or interference  | Response type: Medium-strength return at navigation band | Return message: Reply sent at 225149999.96 MHz – identification request | Doppler rate: 0.00 °/s
[2026-03-14 14:35:34.472] BLIP DETECTED | Threat: 32 | Bearing: 323.7° | Mag: 80395282.2 pT | Signal Strength: High | Delta: 66.8° | Pos: (-64.0, 88.5) | Loc: (54.58072, -5.68942) | Freq: 5000000003.64 MHz | Source: Low-power consumer device or multipath  | Response type: Weak echo or incidental emission detected | Return message: Low-level response sent at 5000000003.64 MHz – monitoring continued | Doppler rate: 0.00 °/s
[2026-03-14 14:35:46.090] BLIP DETECTED | Threat: 47 | Bearing: 70.0° | Mag: 50197885.9 pT | Signal Strength: High | Delta: 7.3° | Pos: (-18.5, 40.4) | Loc: (54.58072, -5.68942) | Freq: 224999999.97 MHz | Source: Medium-power navigation beacon or interference  | Response type: Medium-strength return at navigation band | Return message: Reply sent at 224999999.97 MHz – identification request | Doppler rate: 0.00 °/s
[2026-03-14 14:35:47.243] BLIP DETECTED | Threat: 78 | Bearing: 66.1° | Mag: 35738558.0 pT | Signal Strength: Medium | Delta: 92.3° | Pos: (117.9, 48.1) | Loc: (54.58072, -5.68942) | Freq: 225000000.0 MHz | Source: Medium-power navigation beacon or interference  | Response type: Medium-strength return at navigation band | Return message: Reply sent at 225000000.0 MHz – identification request | Doppler rate: 0.00 °/s
[2026-03-14 14:36:03.390] BLIP DETECTED | Threat: 66 | Bearing: 91.7° | Mag: 24733152.8 pT | Signal Strength: Low | Delta: 4.5° | Pos: (91.4, 13.5) | Loc: (54.58072, -5.68942) | Freq: 225149999.98 MHz | Source: Medium-power navigation beacon or interference  | Response type: Medium-strength return at navigation band | Return message: Reply sent at 225149999.98 MHz – identification request | Doppler rate: 0.00 °/s
[2026-03-14 14:36:04.549] BLIP DETECTED | Threat: 3 | Bearing: 94.8° | Mag: 24959816.3 pT | Signal Strength: Low | Delta: 10.8° | Pos: (51.1, -2.2) | Loc: (54.58072, -5.68942) | Freq: 5000000004.95 MHz | Source: Low-power consumer device or multipath  | Response type: Weak echo or incidental emission detected | Return message: Low-level response sent at 5000000004.95 MHz – monitoring continued | Doppler rate: 0.00 °/s
[2026-03-14 14:36:14.897] BLIP DETECTED | Threat: 29 | Bearing: 201.1° | Mag: 87741302.6 pT | Signal Strength: High | Delta: 6.7° | Pos: (47.0, 1.7) | Loc: (54.58072, -5.68942) | Freq: 7999999995.81 MHz | Source: Low-power consumer device or multipath  | Response type: Weak echo or incidental emission detected | Return message: Low-level response sent at 7999999995.81 MHz – monitoring continued | Doppler rate: 0.00 °/s
[2026-03-14 14:36:16.047] BLIP DETECTED | Threat: 28 | Bearing: 242.1° | Mag: 72488162.1 pT | Signal Strength: High | Delta: 143.6° | Pos: (-99.0, -78.5) | Loc: (54.58072, -5.68942) | Freq: 8000000003.51 MHz | Source: Low-power consumer device or multipath  | Response type: Weak echo or incidental emission detected | Return message: Low-level response sent at 8000000003.51 MHz – monitoring continued | Doppler rate: 0.00 °/s
[2026-03-14 14:36:17.200] BLIP DETECTED | Threat: 3 | Bearing: 246.3° | Mag: 67347953.2 pT | Signal Strength: High | Delta: 12.5° | Pos: (-27.1, -13.2) | Loc: (54.58072, -5.68942) | Freq: 7999999999.2 MHz | Source: Low-power consumer device or multipath  | Response type: Weak echo or incidental emission detected | Return message: Low-level response sent at 7999999999.2 MHz – monitoring continued | Doppler rate: 0.00 °/s
[2026-03-14 14:36:18.383] BLIP DETECTED | Threat: 7 | Bearing: 247.9° | Mag: 66968257.8 pT | Signal Strength: High | Delta: 4.1° | Pos: (-59.6, -23.9) | Loc: (54.58072, -5.68942) | Freq: 5000000002.12 MHz | Source: Low-power consumer device or multipath  | Response type: Weak echo or incidental emission detected | Return message: Low-level response sent at 5000000002.12 MHz – monitoring continued | Doppler rate: 0.00 °/s
[2026-03-14 14:36:29.491] BLIP DETECTED | Threat: 83 | Bearing: 23.0° | Mag: 57384600.6 pT | Signal Strength: High | Delta: 4.1° | Pos: (-61.5, 67.5) | Loc: (54.58072, -5.68942) | Freq: 1575322385.98 MHz | Source: High-power AGPS L1 transmitter (military/unknown) (L1 confirmed) | Response type: Strong L1 return detected – possible jamming or spoofing | Return message: Active reply transmitted at 1575322385.98 MHz – challenge signal sent | Doppler rate: 0.00 °/s
[2026-03-14 14:36:30.652] BLIP DETECTED | Threat: 73 | Bearing: 242.2° | Mag: 57490465.2 pT | Signal Strength: High | Delta: 80.5° | Pos: (-49.4, -31.9) | Loc: (54.58072, -5.68942) | Freq: 225000000.0 MHz | Source: Medium-power navigation beacon or interference  | Response type: Medium-strength return at navigation band | Return message: Reply sent at 225000000.0 MHz – identification request | Doppler rate: 0.00 °/s
[2026-03-14 14:36:31.806] BLIP DETECTED | Threat: 32 | Bearing: 246.9° | Mag: 57672812.3 pT | Signal Strength: High | Delta: 10.5° | Pos: (-75.9, -31.2) | Loc: (54.58072, -5.68942) | Freq: 7999999995.79 MHz | Source: Low-power consumer device or multipath  | Response type: Weak echo or incidental emission detected | Return message: Low-level response sent at 7999999995.79 MHz – monitoring continued | Doppler rate: 0.00 °/s
[2026-03-14 14:36:32.954] BLIP DETECTED | Threat: 89 | Bearing: 239.5° | Mag: 57922476.5 pT | Signal Strength: High | Delta: 4.4° | Pos: (-128.3, -64.6) | Loc: (54.58072, -5.68942) | Freq: 1575041086.19 MHz | Source: High-power AGPS L1 transmitter (military/unknown) (L1 confirmed) | Response type: Strong L1 return detected – possible jamming or spoofing | Return message: Active reply transmitted at 1575041086.19 MHz – challenge signal sent | Doppler rate: 0.00 °/s
[2026-03-14 14:36:35.357] BLIP DETECTED | Threat: 52 | Bearing: 223.1° | Mag: 57673660.0 pT | Signal Strength: High | Delta: 4.1° | Pos: (-89.7, -80.9) | Loc: (54.58072, -5.68942) | Freq: 225150000.04 MHz | Source: Medium-power navigation beacon or interference  | Response type: Medium-strength return at navigation band | Return message: Reply sent at 225150000.04 MHz – identification request | Doppler rate: 0.00 °/s
[2026-03-14 14:36:36.909] BLIP DETECTED | Threat: 33 | Bearing: 217.1° | Mag: 57643862.3 pT | Signal Strength: High | Delta: 4.1° | Pos: (-50.7, -55.6) | Loc: (54.58072, -5.68942) | Freq: 7999999999.7 MHz | Source: Low-power consumer device or multipath  | Response type: Weak echo or incidental emission detected | Return message: Low-level response sent at 7999999999.7 MHz – monitoring continued | Doppler rate: 0.00 °/s
[2026-03-14 14:36:38.558] BLIP DETECTED | Threat: 0 | Bearing: 222.9° | Mag: 57672163.3 pT | Signal Strength: High | Delta: 4.8° | Pos: (-10.6, -12.7) | Loc: (54.58072, -5.68942) | Freq: N/A MHz | Source: Noise / background  | Response type: No clear response | Return message: No reply transmitted – signal below threshold | Doppler rate: 0.00 °/s
[2026-03-14 14:36:39.874] BLIP DETECTED | Threat: 89 | Bearing: 210.5° | Mag: 57466451.1 pT | Signal Strength: High | Delta: 5.0° | Pos: (-32.8, -30.4) | Loc: (54.58072, -5.68942) | Freq: 1575179404.43 MHz | Source: High-power AGPS L1 transmitter (military/unknown) (L1 confirmed) | Response type: Strong L1 return detected – possible jamming or spoofing | Return message: Active reply transmitted at 1575179404.43 MHz – challenge signal sent | Doppler rate: 0.00 °/s
[2026-03-14 14:36:41.204] BLIP DETECTED | Threat: 19 | Bearing: 235.6° | Mag: 57430643.2 pT | Signal Strength: High | Delta: 6.7° | Pos: (-33.5, -27.4) | Loc: (54.58072, -5.68942) | Freq: 4999999996.51 MHz | Source: Low-power consumer device or multipath  | Response type: Weak echo or incidental emission detected | Return message: Low-level response sent at 4999999996.51 MHz – monitoring continued | Doppler rate: 0.00 °/s
[2026-03-14 14:36:42.363] BLIP DETECTED | Threat: 28 | Bearing: 233.0° | Mag: 57320306.0 pT | Signal Strength: High | Delta: 4.6° | Pos: (-79.6, -76.7) | Loc: (54.58072, -5.68942) | Freq: 5000000004.3 MHz | Source: Low-power consumer device or multipath  | Response type: Weak echo or incidental emission detected | Return message: Low-level response sent at 5000000004.3 MHz – monitoring continued | Doppler rate: 0.00 °/s
[2026-03-14 14:36:43.559] BLIP DETECTED | Threat: 0 | Bearing: 211.7° | Mag: 57040617.8 pT | Signal Strength: High | Delta: 7.2° | Pos: (-15.7, -12.9) | Loc: (54.58072, -5.68942) | Freq: N/A MHz | Source: Noise / background  | Response type: No clear response | Return message: No reply transmitted – signal below threshold | Doppler rate: 0.00 °/s
[2026-03-14 14:36:44.712] BLIP DETECTED | Threat: 97 | Bearing: 218.3° | Mag: 57304104.6 pT | Signal Strength: High | Delta: 14.5° | Pos: (-70.6, -96.7) | Loc: (54.58072, -5.68942) | Freq: 1575046353.45 MHz | Source: High-power AGPS L1 transmitter (military/unknown) (L1 confirmed) | Response type: Strong L1 return detected – possible jamming or spoofing | Return message: Active reply transmitted at 1575046353.45 MHz – challenge signal sent | Doppler rate: 0.00 °/s
[2026-03-14 14:36:45.867] BLIP DETECTED | Threat: 4 | Bearing: 209.2° | Mag: 57304433.2 pT | Signal Strength: High | Delta: 15.0° | Pos: (-43.1, -111.5) | Loc: (54.58072, -5.68942) | Freq: 4999999995.56 MHz | Source: Low-power consumer device or multipath  | Response type: Weak echo or incidental emission detected | Return message: Low-level response sent at 4999999995.56 MHz – monitoring continued | Doppler rate: 0.00 °/s
